nameOfIssuer,sshPrnamt,value
ULTA SALON COSMETCS & FRAG I,785902,71839
ULTIMATE SOFTWARE GROUP INC,18854,2605
ULTRA CLEAN HLDGS INC,16158,146
ULTRA PETROLEUM CORP,389378,11561
ULTRAGENYX PHARMACEUTICAL IN,189863,8523
ULTRAPAR PARTICIPACOES S A,473168,11167
ULTRAPETROL BAHAMAS LTD,30262,90
ULTRATECH INC,11461,254
UMB FINL CORP,1166640,73953
UMPQUA HLDGS CORP,413088,7403
UNDER ARMOUR INC,2324267,138271
UNI PIXEL INC,23864,192
UNIFI INC,24977,687
UNIFIRST CORP MASS,15172,1608
UNILEVER N V,440921,19294
UNILEVER PLC,270858,12273
UNILIFE CORP NEW,57306,170
UNION BANKSHARES CORP NEW,25878,664
UNION PAC CORP,2930041,292272
UNISYS CORP,16216,401
UNIT CORP,201491,13869
UNITED BANKSHARES INC WEST V,88418,2859
UNITED CMNTY BKS BLAIRSVLE G,238441,3903
UNITED CMNTY FINL CORP OHIO,60490,250
UNITED CONTL HLDGS INC,4452639,182870
UNITED FINL BANCORP INC NEW,40187,545
UNITED FIRE GROUP INC,56323,1651
UNITED MICROELECTRONICS CORP,1956611,4715
UNITED NAT FOODS INC,78424,5105
UNITED ONLINE INC,76214,793
UNITED PARCEL SERVICE INC,3052655,313385
UNITED RENTALS INC,212769,22283
UNITED STATES ANTIMONY CORP,214599,305
UNITED STATES CELLULAR CORP,86548,3531
UNITED STATES LIME & MINERAL,4724,306
UNITED STATES NATL GAS FUND,1927442,47415
UNITED STATES OIL FUND LP,3099591,120512
UNITED STATES STL CORP NEW,2070654,53920
UNITED STATIONERS INC,23754,985
UNITED TECHNOLOGIES CORP,2361133,271619
UNITED THERAPEUTICS CORP DEL,560003,49555
UNITEDHEALTH GROUP INC,6041862,493922
UNITEK GLOBAL SVCS INC,24993,10
UNITIL CORP,25101,849
UNIVERSAL AMERN CORP NEW,143699,1197
UNIVERSAL CORP VA,45154,2499
UNIVERSAL DISPLAY CORP,72319,2321
UNIVERSAL ELECTRS INC,55758,2725
UNIVERSAL FST PRODS INC,6969,336
UNIVERSAL HEALTH RLTY INCM T,32054,1394
UNIVERSAL HLTH SVCS INC,276289,26458
UNIVERSAL INS HLDGS INC,11546,150
UNIVERSAL TECHNICAL INST INC,23642,287
UNS ENERGY CORP,508426,30714
UNUM GROUP,4035366,140270
UNWIRED PLANET INC NEW,175438,391
UR ENERGY INC,125426,143
URANERZ ENERGY CORP,29472,44
URANIUM ENERGY CORP,105497,165
URANIUM RES INC,20685,53
URBAN OUTFITTERS INC,1281057,43377
URS CORP NEW,146288,6708
US BANCORP DEL,5428733,235173
US ECOLOGY INC,11443,560
USA COMPRESSION PARTNERS LP,1250653,32117
USA MOBILITY INC,110261,1698
USA TECHNOLOGIES INC,11079,23
USANA HEALTH SCIENCES INC,71684,5600
USEC INC,520037,1576
UTI WORLDWIDE INC,150042,1551
V F CORP,1932217,121730
VAALCO ENERGY INC,360686,2608
VAIL RESORTS INC,810354,62543
VALE S A,4206202,54546
VALEANT PHARMACEUTICALS INTL,4056609,511619
VALERO ENERGY CORP NEW,2775554,139055
VALERO ENERGY PARTNERS LP,750000,37733
VALHI INC NEW,121925,783
VALIDUS HOLDINGS LTD,3536710,135244
VALLEY NATL BANCORP,781875,7748
VALMONT INDS INC,68521,10412
VALSPAR CORP,2422709,184586
VANDA PHARMACEUTICALS INC,526471,8518
VANGUARD ADMIRAL FDS INC,21146,1972
VANGUARD BD INDEX FD INC,774109,63614
VANGUARD INDEX FDS,15199703,1589331
VANGUARD INTL EQUITY INDEX F,33353072,1523554
VANGUARD MALVERN FDS,596018,29872
VANGUARD NAT RES LLC,47030,1514
VANGUARD SCOTTSDALE FDS,335012,22354
VANGUARD SPECIALIZED PORTFOL,1080833,84251
VANGUARD STAR FD,102931,5588
VANGUARD TAX MANAGED INTL FD,13941205,593756
VANGUARD WHITEHALL FDS INC,517180,34297
VANGUARD WORLD FD,38460,2953
VANGUARD WORLD FDS,542914,49949
VANTAGE DRILLING COMPANY,112625,216
VANTIV INC,178612,6005
VAPOR CORP NEV,23606,117
VARIAN MED SYS INC,366224,30447
VASCO DATA SEC INTL INC,62622,726
VASCULAR SOLUTIONS INC,32046,711
VCA INC,225021,7896
VECTOR GROUP LTD,50025,1035
VECTREN CORP,161176,6850
VEECO INSTRS INC DEL,22427,835
VEEVA SYS INC,508003,12929
VENTAS INC,3095941,198449
VENTRUS BIOSCIENCES INC,75156,98
VEOLIA ENVIRONNEMENT,86164,1637
VERACYTE INC,10308,176
VERIFONE SYS INC,266281,9786
VERINT SYS INC,1417692,69538
VERISIGN INC,1053224,51408
VERISK ANALYTICS INC,265791,15953
VERIZON COMMUNICATIONS INC,22208679,1086671
VERMILION ENERGY INC,161785,11283
VERSAR INC,29150,95
VERSARTIS INC,211440,5929
VERTEX PHARMACEUTICALS INC,2819755,266974
VIACOM INC NEW,4950381,429347
VIAD CORP,44113,1052
VIASAT INC,19742,1145
VICAL INC,191590,234
VIEWPOINT FINL GROUP INC MD,1980920,53306
VIMICRO INTL CORP,114999,309
VIMPELCOM LTD,882003,7409
VINCE HLDG CORP,20173,739
VIOLIN MEMORY INC,34694,154
VIPSHOP HLDGS LTD,2575073,483445
VIRNETX HLDG CORP,122132,2151
VIRTUS INVT PARTNERS INC,277948,58855
VIRTUSA CORP,21737,778
VISA INC,3814561,803766
VISHAY INTERTECHNOLOGY INC,300464,4655
VISHAY PRECISION GROUP INC,137883,2270
VISTA GOLD CORP,752550,376
VISTAPRINT N V,122858,4971
VISTEON CORP,44552,4322
VITAL THERAPIES INC,93281,2541
VITAMIN SHOPPE INC,72697,3128
VITESSE SEMICONDUCTOR CORP,23583,81
VIVUS INC,824379,4386
VMWARE INC,934046,90426
VOCERA COMMUNICATIONS INC,1759910,23231
VODAFONE GROUP PLC NEW,5822560,194416
VOLCANO CORPORATION,745206,13123
VONAGE HLDGS CORP,333346,1250
VORNADO RLTY TR,1383862,147699
VOXELJET AG,26564,556
VOYA FINL INC,4858471,176556
VOYA GLBL EQTY DIV & PREM OP,11856,115
VRINGO INC,77920,266
VSE CORP,11174,786
VULCAN MATLS CO,397833,25362
W & T OFFSHORE INC,176999,2898
W P CAREY INC,68578,4416
WABASH NATL CORP,150677,2147
WABCO HLDGS INC,338514,36160
WABTEC CORP,154942,12796
WADDELL & REED FINL INC,342126,21414
WAGEWORKS INC,48722,2349
WAL-MART STORES INC,7393337,555017
WALGREEN CO,8663863,642252
WALKER & DUNLOP INC,35191,497
WALTER ENERGY INC,440958,2403
WALTER INVT MGMT CORP,16694,497
WARREN RES INC,173951,1078
WASHINGTON FED INC,365261,8193
WASHINGTON PRIME GROUP INC,4349871,81516
WASHINGTON REAL ESTATE INVT,137363,3568
WASHINGTON TR BANCORP,5457,201
WASTE CONNECTIONS INC,2189003,106277
WASTE MGMT INC DEL,3237777,144826
WATERS CORP,283414,29599
WATSCO INC,80170,8238
WATTS WATER TECHNOLOGIES INC,411036,25373
WAUSAU PAPER CORP,47773,517
WAVE SYSTEMS CORP,17195,24
WCI CMNTYS INC,14627,282
WD-40 CO,24503,1843
WEB COM GROUP INC,161129,4652
WEBMD HEALTH CORP,53413,2580
WEBSTER FINL CORP CONN,2416735,76224
WEIBO CORP,76146,1559
WEIGHT WATCHERS INTL INC NEW,402639,8121
WEINGARTEN RLTY INVS,2293394,75315
WEIS MKTS INC,20332,930
WELLCARE HEALTH PLANS INC,723823,54041
WELLPOINT INC,1533664,165038
WELLS FARGO & CO NEW,17922933,958310
WELLS FARGO ADVANTAGE MULTI,20458,305
WENDYS CO,341906,2916
WERNER ENTERPRISES INC,93856,2488
WESBANCO INC,30639,951
WESCO AIRCRAFT HLDGS INC,64748,1292
WESCO INTL INC,764522,66039
WEST CORP,538669,14436
WEST PHARMACEUTICAL SVSC INC,59927,2528
WESTAMERICA BANCORPORATION,77144,4033
WESTAR ENERGY INC,235207,8982
WESTELL TECHNOLOGIES INC,41886,103
WESTERN ALLIANCE BANCORP,202094,4810
WESTERN ASSET EMRG MKT DEBT,17286,318
WESTERN ASSET EMRG MKT INCM,15708,203
WESTERN ASSET HIGH INCM FD I,31472,297
WESTERN ASSET MTG CAP CORP,405693,5749
WESTERN ASSET MUN DEF OPP TR,31950,716
WESTERN ASSET MUN HI INCM FD,56399,416
WESTERN DIGITAL CORP,1479189,136530
WESTERN GAS EQUITY PARTNERS,808764,50709
WESTERN GAS PARTNERS LP,4702457,359644
WESTERN REFNG INC,521879,19597
WESTERN REFNG LOGISTICS LP,2524365,82572
WESTERN UN CO,1504695,26092
WESTFIELD FINANCIAL INC NEW,30536,228
WESTLAKE CHEM CORP,778582,65214
WESTMORELAND COAL CO,35498,1288
WESTPAC BKG CORP,586250,18830
WESTPORT INNOVATIONS INC,33736,608
WET SEAL INC,372293,339
WEX INC,49221,5167
WEYCO GROUP INC,17631,483
WEYERHAEUSER CO,4228100,139908
WGL HLDGS INC,62634,2700
WHIRLPOOL CORP,837984,116664
WHITE MTNS INS GROUP LTD,1845,1123
WHITEHORSE FIN INC,42598,609
WHITESTONE REIT,15431,230
WHITEWAVE FOODS CO,672197,21759
WHITING PETE CORP NEW,2225890,178628
WHOLE FOODS MKT INC,13696163,529083
WIDEPOINT CORP,15179,27
WILEY JOHN & SONS INC,64834,3928
WILLBROS GROUP INC DEL,134067,1656
WILLIAMS CLAYTON ENERGY INC,20731,2848
WILLIAMS COS INC DEL,13691974,797010
WILLIAMS PARTNERS L P,2960216,160710
WILLIAMS SONOMA INC,606632,43544
WILLIS GROUP HOLDINGS PUBLIC,861625,37308
WILSHIRE BANCORP INC,14957,154
WINDSTREAM HLDGS INC,7868506,78370
WINMARK CORP,3631,253
WINNEBAGO INDS INC,24478,616
WINTRUST FINL CORP,59609,2742
WIPRO LTD,291385,3464
WISCONSIN ENERGY CORP,768602,36062
WISDOMTREE INVTS INC,100070,1237
WISDOMTREE TR,2510750,133848
WISDOMTREE TRUST,8443203,409905
WOLVERINE WORLD WIDE INC,431882,11255
WOODWARD INC,839271,42115
WORKDAY INC,441767,39697
WORLD ACCEP CORP DEL,81243,6171
WORLD FUEL SVCS CORP,125007,6154
WORLD PT TERMS LP,20000,375
WORLD WRESTLING ENTMT INC,151546,1808
WORTHINGTON INDS INC,137441,5915
WPP PLC NEW,55192,6015
WPX ENERGY INC,1181043,28239
WRIGHT MED GROUP INC,43696,1372
WSFS FINL CORP,266466,19630
WUXI PHARMATECH CAYMAN INC,9276,305
WYNDHAM WORLDWIDE CORP,548870,41560
WYNN RESORTS LTD,342912,71175
XCEL ENERGY INC,6136003,197764
XCERRA CORP,45079,410
XENCOR INC,18869,219
XENOPORT INC,107411,519
XERIUM TECHNOLOGIES INC,31185,435
XEROX CORP,23265246,289419
XG TECHNOLOGY INC,19153,38
XILINX INC,7862098,371955
XINYUAN REAL ESTATE CO LTD,20180,85
XL GROUP PLC,7204396,235800
XO GROUP INC,12511,153
XOMA CORP DEL,340003,1561
XOOM CORP,19082,503
XPO LOGISTICS INC,39292,1125
XYLEM INC,498479,19481
YAHOO INC,6297519,221232
YAMANA GOLD INC,1762815,14491
YANDEX N V,1251095,44589
YANZHOU COAL MNG CO LTD,23992,180
YELP INC,81816,6273
YINGLI GREEN ENERGY HLDG CO,1316677,4924
YORK WTR CO,36716,764
YOUKU TUDOU INC,34694,828
YPF SOCIEDAD ANONIMA,218602,7144
YRC WORLDWIDE INC,26888,756
YUM BRANDS INC,5739817,466072
YUME INC,22391,132
YY INC,81882,6182
ZAGG INC,55942,304
ZAZA ENERGY CORP,152067,134
ZEBRA TECHNOLOGIES CORP,190495,15682
ZELTIQ AESTHETICS INC,4408,67
ZEP INC,13976,247
ZILLOW INC,1502778,214792
ZIMMER HLDGS INC,2276455,236432
ZIONS BANCORPORATION,983427,28981
ZIOPHARM ONCOLOGY INC,21725,88
ZIX CORP,45056,155
ZOES KITCHEN INC,293400,10087
ZOETIS INC,1494000,48211
ZOGENIX INC,165748,334
ZULILY INC,64109,2625
ZUMIEZ INC,63726,1758
ZYNGA INC,903012,2899
