nameOfIssuer,sshPrnamt,value
RESOLUTE FST PRODS INC,116144,1860
RESOURCE CAP CORP,236191,1400
RESOURCES CONNECTION INC,101591,1456
RESPONSE GENETICS INC,20911,24
RESTORATION HARDWARE HLDGS I,842689,56713
RETAIL OPPORTUNITY INVTS COR,295941,1884
RETAIL PPTYS AMER INC,2608314,33177
RETAILMENOT INC,20616,594
REVENUESHARES ETF TR,6341,283
REVLON INC,38724,967
REX AMERICAN RESOURCES CORP,38980,1743
REX ENERGY CORPORATION,5641886,111201
REXAHN PHARMACEUTICALS INC,40230,21
REXNORD CORP NEW,33883,915
REYNOLDS AMERICAN INC,1542391,77104
RF MICRODEVICES INC,747843,3859
RICHMONT MINES INC,240055,240
RIGEL PHARMACEUTICALS INC,184931,527
RIGNET INC,24713,1184
RING ENERGY INC,55379,676
RINGCENTRAL INC,10684,196
RIO TINTO PLC,3093175,174549
RITCHIE BROS AUCTIONEERS,22262,510
RITE AID CORP,1001336,5067
RIVERBED TECHNOLOGY INC,191645,3465
RLI CORP,308023,29995
RLJ ENTMT INC,427369,2047
RLJ LODGING TR,898256,21846
RMG NETWORKS HLDG CORP,10352,50
RMR REAL ESTATE INCOME FUND,58763,994
ROADRUNNER TRNSN SVCS HLDG I,976478,26316
ROBERT HALF INTL INC,423483,17782
ROCK-TENN CO,162637,17078
ROCKVILLE FINL INC NEW,66095,939
ROCKWELL AUTOMATION INC,535982,63332
ROCKWELL COLLINS INC,533805,39459
ROCKWELL MED INC,34795,363
ROCKWOOD HLDGS INC,664918,47821
ROFIN SINAR TECHNOLOGIES INC,120557,3258
ROGERS COMMUNICATIONS INC,288950,13075
ROGERS CORP,39033,2401
ROLLINS INC,171626,5199
ROPER INDS INC NEW,627648,87042
ROSE ROCK MIDSTREAM L P,1610435,62324
ROSETTA RESOURCES INC,467213,22445
ROSS STORES INC,636817,47717
ROUNDYS INC,20084,198
ROUSE PPTYS INC,100399,2228
ROVI CORP,161429,3179
ROWAN COMPANIES PLC,422563,14942
ROYAL BK CDA MONTREAL QUE,1388137,93325
ROYAL BK SCOTLAND GROUP PLC,755345,14645
ROYAL BK SCOTLAND PLC,347336,12587
ROYAL CARIBBEAN CRUISES LTD,182739,8666
ROYAL DUTCH SHELL PLC,3104611,223401
ROYAL GOLD INC,182017,8385
ROYCE VALUE TR INC,11365,182
RPC INC,250507,4472
RPM INTL INC,220491,9152
RPX CORP,210252,3553
RTI INTL METALS INC,111629,3819
RTI SURGICAL INC,163960,580
RUBICON MINERALS CORP,27017,23
RUBICON TECHNOLOGY INC,53831,536
RUBY TUESDAY INC,145045,1005
RUDOLPH TECHNOLOGIES INC,93775,1101
RUSH ENTERPRISES INC,40116,1189
RUTHS HOSPITALITY GROUP INC,117050,1663
RYANAIR HLDGS PLC,23582,1107
RYDER SYS INC,172047,12694
RYDEX ETF TRUST,364392,28240
RYLAND GROUP INC,203797,8846
RYMAN HOSPITALITY PPTYS INC,1395259,58294
S & T BANCORP INC,121774,3082
S Y BANCORP INC,36341,1160
SABRA HEALTH CARE REIT INC,130265,3405
SAEXPLORATION HLDGS INC,15983,143
SAFEGUARD SCIENTIFICS INC,16183,325
SAFETY INS GROUP INC,53726,3025
SAFEWAY INC,3157923,102854
SAGA COMMUNICATIONS INC,4973,250
SAGENT PHARMACEUTICALS INC,555912,14109
SAIA INC,62985,2019
SALESFORCE COM INC,5983991,330255
SALIX PHARMACEUTICALS INC,112574,10125
SALLY BEAUTY HLDGS INC,198287,5994
SANCHEZ ENERGY CORP,92074,2256
SANDERSON FARMS INC,183807,13295
SANDISK CORP,2362535,166653
SANDRIDGE ENERGY INC,268596,1630
SANDSTORM GOLD LTD,24500,105
SANDY SPRING BANCORP INC,570298,16076
SANGAMO BIOSCIENCES INC,1533790,21304
SANMINA CORPORATION,413646,6908
SANOFI,2784583,140073
SANTARUS INC,104710,3346
SAP AG,3537805,308284
SAPIENT CORP,239101,4151
SARATOGA RES INC TEX,25140,29
SAREPTA THERAPEUTICS INC,6848,139
SASOL LTD,8860,438
SAUL CTRS INC,49908,2382
SBA COMMUNICATIONS CORP,5908079,530782
SCANA CORP NEW,2667010,125163
SCANSOURCE INC,131865,5595
SCHEIN HENRY INC,1647964,188296
SCHLUMBERGER LTD,8647426,779220
SCHNITZER STL INDS,77026,2517
SCHOLASTIC CORP,123034,4184
SCHULMAN A INC,204818,7222
SCHWAB CHARLES CORP NEW,4746905,123419
SCHWAB STRATEGIC TR,596328,23993
SCHWEITZER-MAUDUIT INTL INC,233428,12015
SCICLONE PHARMACEUTICALS INC,84266,425
SCIENCE APPLICATNS INTL CP N,419814,13883
SCIENTIFIC GAMES CORP,140435,2378
SCIQUEST INC NEW,21226,605
SCORPIO TANKERS INC,158470,1869
SCOTTS MIRACLE GRO CO,107865,6711
SCRIPPS E W CO OHIO,92459,2008
SCRIPPS NETWORKS INTERACT IN,3276047,283084
SEABOARD CORP,565,1579
SEABRIDGE GOLD INC,19863,145
SEACHANGE INTL INC,34574,420
SEACOAST BKG CORP FLA,22638,276
SEACOR HOLDINGS INC,79675,7266
SEADRILL LIMITED,1569840,64489
SEADRILL PARTNERS LLC,2136300,66225
SEAGATE TECHNOLOGY PLC,2241510,125883
SEALED AIR CORP NEW,1261029,42938
SEARS HLDGS CORP,566676,27790
SEASPAN CORP,99956,2294
SEATTLE GENETICS INC,261201,10419
SEAWORLD ENTMT INC,2631164,75699
SECURITY NATL FINL CORP,35773,172
SEI INVESTMENTS CO,1197620,41594
SELECT COMFORT CORP,178198,3758
SELECT INCOME REIT,11606,310
SELECT MED HLDGS CORP,79874,927
SELECT SECTOR SPDR TR,175796814,6627390
SELECTIVE INS GROUP INC,156684,4240
SEMGROUP CORP,666396,43170
SEMICONDUCTOR MFG INTL CORP,40911,160
SEMPRA ENERGY,3697555,331893
SEMTECH CORP,1402039,35443
SENECA FOODS CORP NEW,25635,818
SENIOR HSG PPTYS TR,3683341,81881
SENOMYX INC,42181,213
SENSATA TECHNOLOGIES HLDG BV,5170233,200450
SENSIENT TECHNOLOGIES CORP,185253,8989
SEQUENOM INC,496142,1161
SERVICE CORP INTL,330058,5984
SERVICENOW INC,1444925,80930
SERVICESOURCE INTL LLC,12166,102
SESA STERLITE LTD,51998,685
SHANDA GAMES LTD,388218,1778
SHAW COMMUNICATIONS INC,128998,3140
SHENANDOAH TELECOMMUNICATION,43529,1117
SHERWIN WILLIAMS CO,1397912,256517
SHILOH INDS INC,21417,418
SHINHAN FINANCIAL GROUP CO L,83469,3814
SHIP FINANCE INTERNATIONAL L,334535,5480
SHIRE PLC,1159227,163787
SHOE CARNIVAL INC,827630,24009
SHORETEL INC,48740,452
SHUTTERFLY INC,26764,1363
SHUTTERSTOCK INC,17550,1467
SIBANYE GOLD LTD,30582,147
SIEMENS A G,120712,16720
SIERRA BANCORP,217326,3497
SIERRA WIRELESS INC,117429,2838
SIGMA ALDRICH CORP,556263,52294
SIGMA DESIGNS INC,90313,426
SIGNATURE BK NEW YORK N Y,1739753,186884
SIGNET JEWELERS LIMITED,320982,25261
SILGAN HOLDINGS INC,55806,2680
SILICOM LTD,18004,823
SILICON GRAPHICS INTL CORP,16022,215
SILICON IMAGE INC,56008,344
SILICON LABORATORIES INC,50441,2184
SILICONWARE PRECISION INDS L,88578,530
SILVER BAY RLTY TR CORP,838822,13412
SILVER STD RES INC,86561,602
SILVER WHEATON CORP,650916,13142
SILVERCORP METALS INC,371529,851
SIMMONS 1ST NATL CORP,39311,1460
SIMON PPTY GROUP INC NEW,2450739,372905
SIMPSON MANUFACTURING CO INC,119438,4387
SINA CORP,145078,12223
SINCLAIR BROADCAST GROUP INC,23543,841
SIRIUS XM HLDGS INC,8561906,29881
SIRONA DENTAL SYSTEMS INC,1290337,90581
SIX FLAGS ENTMT CORP NEW,277524,10219
SJW CORP,37529,1118
SK TELECOM LTD,81611,2009
SKECHERS U S A INC,271837,9006
SKILLED HEALTHCARE GROUP INC,155443,747
SKULLCANDY INC,24027,174
SKYWEST INC,549032,8143
SKYWORKS SOLUTIONS INC,487904,13934
SL GREEN RLTY CORP,895569,82733
SLM CORP,29219448,767887
SM ENERGY CO,759405,63114
SMITH & NEPHEW PLC,31635,2269
SMITH & WESSON HLDG CORP,242901,3277
SMITH A O,451100,24332
SMUCKER J M CO,327695,33956
SNAP ON INC,146955,16094
SNYDERS-LANCE INC,118690,3402
SOCIEDAD QUIMICA MINERA DE C,24441,633
SODASTREAM INTERNATIONAL LTD,222091,11025
SOHU COM INC,165131,12043
SOLAR CAP LTD,747265,16851
SOLAR SR CAP LTD,341118,6215
SOLARCITY CORP,4721,268
SOLARWINDS INC,441232,16692
SOLAZYME INC,18547,202
SOLERA HOLDINGS INC,139737,9888
SOLTA MED INC,26455,78
SONIC AUTOMOTIVE INC,1041747,25502
SONIC CORP,179638,3627
SONOCO PRODS CO,154829,6460
SONUS NETWORKS INC,403109,1269
SONY CORP,429893,7433
SOTHEBYS,109278,5814
SOUFUN HLDGS LTD,421900,34769
SOURCE CAP INC,23525,1579
SOUTH JERSEY INDS INC,126216,7063
SOUTHCOAST FINANCIAL CORP,341307,1980
SOUTHERN CO,5286989,217348
SOUTHERN COPPER CORP,560106,16081
SOUTHERN NATL BANCORP OF VA,40177,402
SOUTHSIDE BANCSHARES INC,18432,504
SOUTHWEST AIRLS CO,5628289,106037
SOUTHWEST BANCORP INC OKLA,952081,15157
SOUTHWEST GAS CORP,2009174,112332
SOUTHWESTERN ENERGY CO,6484253,255025
SOVRAN SELF STORAGE INC,206153,13435
SP PLUS CORP,20612,537
SPANSION INC,95315,1324
SPARK NETWORKS INC,25448,157
SPARTAN MTRS INC,65418,438
SPARTAN STORES INC,108214,2627
SPDR DOW JONES INDL AVRG ETF,4398810,727871
SPDR GOLD TRUST,2065888,239890
SPDR INDEX SHS FDS,36786968,1550331
SPDR S&P 500 ETF TR,46983072,8677303
SPDR S&P MIDCAP 400 ETF TR,3252957,794372
SPDR SER TR,510985,13766
SPDR SERIES TRUST,78907666,4339513
SPECTRA ENERGY CORP,4372937,155765
SPECTRA ENERGY PARTNERS LP,152397,6912
SPECTRANETICS CORP,102477,2562
SPECTRUM BRANDS HLDGS INC,995563,70237
SPECTRUM PHARMACEUTICALS INC,1327560,11749
SPEED COMM INC,25694,120
SPEEDWAY MOTORSPORTS INC,14491,288
SPIRIT AEROSYSTEMS HLDGS INC,149608,5099
SPIRIT AIRLS INC,139199,6321
SPIRIT RLTY CAP INC NEW,904735,8894
SPLUNK INC,55886,3838
SPRAGUE RES LP,812718,14824
SPRINT CORP,1235458,13281
SPROTT PHYSICAL GOLD TRUST,1096240,10919
SPROTT PHYSICAL SILVER TR,804357,6085
SPROUTS FMRS MKT INC,5191,199
SPS COMM INC,23692,1547
SPX CORP,89593,8924
SS&C TECHNOLOGIES HLDGS INC,1358292,60118
SSGA ACTIVE ETF TR,247675,12389
ST JOE CO,195429,3750
ST JUDE MED INC,1174071,72734
STAAR SURGICAL CO,25295,410
STAG INDL INC,14562,297
STAGE STORES INC,314794,6994
STAMPS COM INC,67970,2861
STANCORP FINL GROUP INC,294684,19523
STANDARD MTR PRODS INC,78932,2905
STANDARD PAC CORP NEW,7479054,67685
STANDEX INTL CORP,53378,3356
STANLEY BLACK & DECKER INC,3980117,321270
STANLEY FURNITURE CO INC,11723,45
STANTEC INC,23182,1437
STAPLES INC,4936023,78433
STAR SCIENTIFIC INC,325680,378
STARBUCKS CORP,4514290,353876
STARWOOD HOTELS&RESORTS WRLD,5339190,424199
STARWOOD PPTY TR INC,7928085,219608
STARZ,54307,1588
STATE AUTO FINL CORP,27000,573
STATE BK FINL CORP,38713,704
STATE STR CORP,1537238,112818
STATOIL ASA,564675,13626
STEALTHGAS INC,38379,391
STEEL DYNAMICS INC,2113287,41293
STEELCASE INC,237483,3766
STEIN MART INC,82286,1107
STEINER LEISURE LTD,20913,1029
STELLARONE CORP,36351,875
STEMLINE THERAPEUTICS INC,220263,4317
STEPAN CO,56958,3738
STERICYCLE INC,313611,36432
STERIS CORP,156151,7503
STERLING BANCORP DEL,277743,3714
STERLING CONSTRUCTION CO INC,26893,315
STERLING FINL CORP WASH,543997,18539
STEWART INFORMATION SVCS COR,53479,1726
STIFEL FINL CORP,1193329,57184
STILLWATER MNG CO,507929,6268
STMICROELECTRONICS N V,290012,2320
STOCK BLDG SUPPLY HLDGS INC,38377,699
STONE ENERGY CORP,222596,7700
STONECASTLE FINL CORP,8900,219
STONERIDGE INC,2053796,26186
STRAIGHT PATH COMMUNICATNS I,94682,775
STRATASYS LTD,24245,3266
STRATEGIC GLOBAL INCOME FD,12318,111
STRATEGIC HOTELS & RESORTS I,5328196,50351
STRATTEC SEC CORP,7575,338
STRATUS PPTYS INC,25481,436
STRAYER ED INC,79344,2735
STRYKER CORP,912367,68556
STURM RUGER & CO INC,172003,12571
SUBURBAN PROPANE PARTNERS L,775084,36352
SUCAMPO PHARMACEUTICALS INC,20018,188
SUFFOLK BANCORP,24802,516
SUMITOMO MITSUI FINL GROUP I,1072698,11253
SUMMIT MIDSTREAM PARTNERS LP,858562,31466
SUMMIT ST BK SANTA ROSA CALI,208799,2192
SUN BANCORP INC,17054,60
SUN CMNTYS INC,837179,35698
SUN HYDRAULICS CORP,49412,2017
SUN LIFE FINL INC,883718,31221
SUNCOKE ENERGY INC,1960497,44719
SUNCOKE ENERGY PARTNERS L P,667692,18094
SUNCOR ENERGY INC NEW,1626434,57006
SUNEDISON INC,681141,8889
SUNESIS PHARMACEUTICALS INC,265182,1257
SUNOCO LOGISTICS PRTNRS L P,4923335,371613
SUNPOWER CORP,193311,5763
SUNSTONE HOTEL INVS INC NEW,464962,6231
SUNTRUST BKS INC,5710605,210207
SUPER MICRO COMPUTER INC,188043,3226
SUPERIOR ENERGY SVCS INC,344810,9176
SUPERIOR INDS INTL INC,96160,1984
SUPERNUS PHARMACEUTICALS INC,107741,812
SUPERTEX INC,39225,983
SUPERVALU INC,569606,4152
SUPPORT COM INC,82525,313
SURGICAL CARE AFFILIATES INC,1063392,37049
SURMODICS INC,39392,961
SUSQUEHANNA BANCSHARES INC P,946941,12159
SUSSER HLDGS CORP,687711,45038
SUSSER PETE PARTNERS LP,729350,24142
SVB FINL GROUP,283428,29720
SWEDISH EXPT CR CORP,14123,98
SWIFT ENERGY CO,320910,4332
SWIFT TRANSN CO,284642,6322
SWISHER HYGIENE INC,109021,56
SWS GROUP INC,64167,390
SYKES ENTERPRISES INC,82063,1790
SYMANTEC CORP,2868255,67633
SYMETRA FINL CORP,377891,7165
SYMMETRY MED INC,144912,1461
SYNACOR INC,21741,53
SYNAGEVA BIOPHARMA CORP,151407,9799
SYNAPTICS INC,166674,8635
SYNCHRONOSS TECHNOLOGIES INC,73605,2287
SYNERGY PHARMACEUTICALS INC,54399,306
SYNERGY RES CORP,171660,1590
SYNGENTA AG,105058,8398
SYNNEX CORP,78491,5290
SYNOPSYS INC,452484,18357
SYNOVUS FINL CORP,1921526,6918
SYNTA PHARMACEUTICALS CORP,139771,732
SYNTEL INC,20265,1843
SYNTHETIC BIOLOGICS INC,32573,50
SYNUTRA INTL INC,12968,115
SYSCO CORP,2570953,92812
T-MOBILE US INC,560124,18842
TABLEAU SOFTWARE INC,55080,3797
TAHOE RES INC,35926,598
TAIWAN SEMICONDUCTOR MFG LTD,3085808,53816
TAKE-TWO INTERACTIVE SOFTWAR,480137,8340
TAL ED GROUP,595062,13085
TAL INTL GROUP INC,125359,7189
TALISMAN ENERGY INC,847321,9871
TALLGRASS ENERGY PARTNERS LP,161306,4194
TAMINCO CORP,1629080,32924
TANDEM DIABETES CARE INC,312698,8059
TANGER FACTORY OUTLET CTRS I,4144108,132695
TANGOE INC,91517,1648
TANZANIAN ROYALTY EXPL CORP,979625,1714
TARGA RES CORP,968473,85390
TARGA RESOURCES PARTNERS LP,2937334,153622
TARGACEPT INC,399014,1656
TARGET CORP,4042310,255757
TARO PHARMACEUTICAL INDS LTD,2918,289
TASER INTL INC,86469,1373
TATA MTRS LTD,114157,3516
TAUBMAN CTRS INC,3025446,193386
TAYLOR CAP GROUP INC,28370,754
TAYLOR MORRISON HOME CORP,58479,1313
TC PIPELINES LP,787246,38126
TCF FINL CORP,436381,7092
TCP CAP CORP,23994,403
TCW STRATEGIC INCOME FUND IN,10812,58
TD AMERITRADE HLDG CORP,1173537,35957
TE CONNECTIVITY LTD,1815225,100038
TEAM HEALTH HOLDINGS INC,72482,3301
TEAM INC,18193,770
TECH DATA CORP,71020,3664
TECHNE CORP,61841,5854
TECHTARGET INC,18780,129
TECK RESOURCES LTD,987588,25688
TECO ENERGY INC,1401569,24163
TECUMSEH PRODS CO,107436,972
TEEKAY CORPORATION,38745,1861
TEEKAY LNG PARTNERS L P,684199,29222
TEEKAY OFFSHORE PARTNERS L P,3681046,121806
TEEKAY TANKERS LTD,96492,379
TEJON RANCH CO,8332,306
TEKMIRA PHARMACEUTICALS CORP,14557,116
TELECOM ARGENTINA S A,37423,645
TELECOM ITALIA S P A NEW,149969,1494
TELECOMMUNICATION SYS INC,54459,126
TELEDYNE TECHNOLOGIES INC,549164,50447
TELEFLEX INC,541035,50781
TELEFONICA BRASIL SA,224849,4321
TELEFONICA S A,1148388,18765
TELENAV INC,76545,504
TELEPHONE & DATA SYS INC,314135,8099
TELETECH HOLDINGS INC,160312,3837
TELUS CORP,197672,6808
TEMPLETON EMERG MKTS INCOME,10568,144
TEMPLETON GLOBAL INCOME FD,222452,1768
TEMPUR SEALY INTL INC,232579,12550
TENARIS S A,959547,41923
TENET HEALTHCARE CORP,5007731,210925
TENNANT CO,42626,2890
TENNECO INC,723560,40932
TERADATA CORP DEL,596691,27143
TERADYNE INC,969146,17077
TEREX CORP NEW,4319951,181394
TERRA NITROGEN CO L P,3508,495
TERRENO RLTY CORP,437621,7746
TESARO INC,17359,490
TESCO CORP,113811,2251
TESLA MTRS INC,1889291,284204
TESORO CORP,4376414,256020
TESORO LOGISTICS LP,2482941,129957
TESSERA TECHNOLOGIES INC,133530,2632
TETRA TECH INC NEW,163606,4578
TETRA TECHNOLOGIES INC DEL,2703844,33419
TETRALOGIC PHARMACEUTICALS C,54865,522
TETRAPHASE PHARMACEUTICALS I,27446,371
TEVA PHARMACEUTICAL INDS LTD,3932607,157619
TEXAS CAPITAL BANCSHARES INC,1366384,84989
TEXAS INDS INC,54385,3740
TEXAS INSTRS INC,5950172,261273
TEXAS PAC LD TR,26131,2613
TEXAS ROADHOUSE INC,380792,10586
TEXTAINER GROUP HOLDINGS LTD,45282,1821
TEXTRON INC,12446648,457539
TEXTURA CORP,10756,322
TFS FINL CORP,12369,150
THE ADT CORPORATION,798327,32308
THERAPEUTICSMD INC,216884,1130
THERAVANCE INC,81812,2917
THERMO FISHER SCIENTIFIC INC,1107272,123294
THERMON GROUP HLDGS INC,1128462,30841
THIRD PT REINS LTD,82956,1537
THL CR INC,637599,10514
THOMPSON CREEK METALS CO INC,22838,50
THOMSON REUTERS CORP,1843205,69710
THOR INDS INC,131492,7262
THORATEC CORP,137985,5051
THRESHOLD PHARMACEUTICAL INC,96954,453
TIBCO SOFTWARE INC,2157595,48503
TICC CAPITAL CORP,57843,598
TIDEWATER INC,75332,4465
TIFFANY & CO NEW,1058093,98170
TILE SHOP HLDGS INC,52569,950
TILLYS INC,20038,229
TIM HORTONS INC,2102844,122764
TIM PARTICIPACOES S A,45711,1200
TIME WARNER CABLE INC,1394919,189012
TIME WARNER INC,3262948,227493
TIMKEN CO,3487941,192081
TIMMINS GOLD CORP,13921,16
TITAN INTL INC ILL,176073,3166
TITAN MACHY INC,37851,675
TIVO INC,1070770,14048
TJX COS INC NEW,1958246,124798
TOLL BROTHERS INC,13119180,485410
TOMPKINS FINANCIAL CORPORATI,20810,1069
TONIX PHARMACEUTICALS HLDG C,10582,109
TOOTSIE ROLL INDS INC,31005,1009
TORCHMARK CORP,436590,34120
TORNIER N V,612519,11510
TORO CO,186129,11838
TORONTO DOMINION BK ONT,1123152,105846
TOTAL S A,949673,58187
TOTAL SYS SVCS INC,656414,21845
TOWER GROUP INTL LTD,433479,1465
TOWER INTL INC,188172,4027
TOWERS WATSON & CO,163109,20814
TOWERSTREAM CORP,12644,37
TOWN SPORTS INTL HLDGS INC,1643619,24260
TOWNEBANK PORTSMOUTH VA,22436,345
TOYOTA MOTOR CORP,224943,27425
TRACTOR SUPPLY CO,324991,25213
TRADE STR RESIDENTIAL INC,17027,108
TRANSALTA CORP,200833,2547
TRANSATLANTIC PETROLEUM LTD,110421,94
TRANSCANADA CORP,1545585,70572
TRANSDIGM GROUP INC,61426,9891
TRANSMONTAIGNE PARTNERS L P,81078,3446
TRANSOCEAN LTD,843150,41668
TRAVELCENTERS OF AMERICA LLC,127035,1237
TRAVELERS COMPANIES INC,4392590,397705
TRAVELZOO INC,20131,429
TRC COS INC,14952,107
TREDEGAR CORP,53421,1539
TREEHOUSE FOODS INC,1503618,103629
TREMOR VIDEO INC,67956,394
TREX CO INC,434005,34516
TRI CONTL CORP,90476,1808
TRIANGLE CAP CORP,29081,804
TRIANGLE PETE CORP,132889,1105
TRICO BANCSHARES,597452,16950
TRIMAS CORP,26599,1061
TRIMBLE NAVIGATION LTD,562045,19503
TRINA SOLAR LIMITED,327722,4480
TRINITY INDS INC,130382,7108
TRIPADVISOR INC,427938,35447
TRIPLE-S MGMT CORP,85784,1668
TRIQUINT SEMICONDUCTOR INC,2830574,23607
TRIUMPH GROUP INC NEW,3107776,236408
TRONOX LTD,9650,223
TRUEBLUE INC,965317,24885
TRUETT-HURST INC,12433,52
TRULIA INC,71914,2536
TRUSTCO BK CORP N Y,204406,1468
TRUSTMARK CORP,375151,10070
TRW AUTOMOTIVE HLDGS CORP,1069177,79536
TSAKOS ENERGY NAVIGATION LTD,35597,214
TTM TECHNOLOGIES  INC,306311,2628
TUESDAY MORNING CORP,74014,1181
TUMI HLDGS INC,129288,2916
TUPPERWARE BRANDS CORP,186837,17662
TURQUOISE HILL RES LTD,11074365,25830
TUTOR PERINI CORP,15785,415
TW TELECOM INC,4560685,138964
TWENTY FIRST CENTY FOX INC,12764237,448657
TWIN DISC INC,612617,15861
TWITTER INC,192278,12239
TWO HBRS INVT CORP,17568959,163040
TYCO INTERNATIONAL LTD,7917846,324949
TYLER TECHNOLOGIES INC,71473,7300
TYSON FOODS INC,5830872,195101
U S G CORP,161323,4578
U S GEOTHERMAL INC,2500905,947
U S PHYSICAL THERAPY INC,25094,885
U S SILICA HLDGS INC,12333,421
UBIQUITI NETWORKS INC,56532,2598
UBS AG,13504869,259968
UDR INC,1203305,28097
UGI CORP NEW,293396,12164
UIL HLDG CORP,131445,5093
ULTA SALON COSMETCS & FRAG I,114200,11023
ULTIMATE SOFTWARE GROUP INC,52527,8048
ULTRA CLEAN HLDGS INC,116654,1170
ULTRA PETROLEUM CORP,236449,5119
ULTRAPAR PARTICIPACOES S A,351402,8311
ULTRAPETROL BAHAMAS LTD,23150,87
ULTRATECH INC,662411,19210
UMB FINL CORP,1229831,79054
UMPQUA HLDGS CORP,711206,13612
UNDER ARMOUR INC,603376,52675
UNI PIXEL INC,33596,336
UNIFI INC,21106,575
UNIFIRST CORP MASS,45025,4818
UNILEVER N V,366246,14734
UNILEVER PLC,216112,8904
UNILIFE CORP NEW,102288,450
UNION FIRST MKT BANKSH CP,44623,1107
UNION PAC CORP,1532935,257533
UNISYS CORP,141774,4759
UNIT CORP,67664,3493
UNITED BANKSHARES INC WEST V,180284,5669
UNITED CMNTY BKS BLAIRSVLE G,288284,5117
UNITED CMNTY FINL CORP OHIO,18868,67
UNITED CONTL HLDGS INC,5910173,223582
UNITED FINANCIAL BANCORP INC,36567,691
UNITED FIRE GROUP INC,114592,3284
UNITED INS HLDGS CORP,17585,248
UNITED MICROELECTRONICS CORP,2163904,4414
UNITED NAT FOODS INC,86373,6512
UNITED ONLINE INC,80790,1112
UNITED PARCEL SERVICE INC,4044566,425002
UNITED RENTALS INC,282914,22053
UNITED STATES ANTIMONY CORP,125046,246
UNITED STATES CELLULAR CORP,179268,7497
UNITED STATES LIME & MINERAL,7741,474
UNITED STATES NATL GAS FUND,9129439,188888
UNITED STATES OIL FUND LP,3835478,135469
UNITED STATES STL CORP NEW,1304774,38491
UNITED STATIONERS INC,90234,4141
UNITED STS BRENT OIL FD LP,6146,274
UNITED TECHNOLOGIES CORP,2902543,330310
UNITED THERAPEUTICS CORP DEL,502543,56827
UNITEDHEALTH GROUP INC,8026480,604394
UNITIL CORP,27414,836
UNIVERSAL AMERN CORP NEW,23915,175
UNIVERSAL CORP VA,56057,3060
UNIVERSAL DISPLAY CORP,52179,1793
UNIVERSAL ELECTRS INC,41845,1595
UNIVERSAL FST PRODS INC,67749,3533
UNIVERSAL HEALTH RLTY INCM T,56695,2271
UNIVERSAL HLTH SVCS INC,232467,18890
UNIVERSAL INS HLDGS INC,29085,421
UNIVERSAL STAINLESS & ALLOY,6923,250
UNIVERSAL TECHNICAL INST INC,53486,744
UNIVEST CORP PA,25303,523
UNS ENERGY CORP,166422,9960
UNUM GROUP,1041916,36550
UNWIRED PLANET INC NEW,122235,169
UR ENERGY INC,39727,55
URANIUM ENERGY CORP,112199,225
URBAN OUTFITTERS INC,2610361,96844
URS CORP NEW,154528,8189
URSTADT BIDDLE PPTYS INC,61099,1127
US BANCORP DEL,6854179,276909
US ECOLOGY INC,36757,1364
USA COMPRESSION PARTNERS LP,716916,19213
USA MOBILITY INC,143991,2056
USANA HEALTH SCIENCES INC,104849,7925
UTI WORLDWIDE INC,119021,2090
V F CORP,1642569,102398
VAALCO ENERGY INC,246141,1696
VAIL RESORTS INC,1099069,82683
VALASSIS COMMUNICATIONS INC,90137,3088
VALE S A,6957073,102798
VALEANT PHARMACEUTICALS INTL,1213754,142495
VALERO ENERGY CORP NEW,2490228,125507
VALERO ENERGY PARTNERS LP,1152000,39686
VALHI INC NEW,50682,891
VALIDUS HOLDINGS LTD,3213263,129462
VALLEY NATL BANCORP,1130732,11443
VALMONT INDS INC,96263,14355
VALSPAR CORP,2311199,164765
VALUECLICK INC,528921,12360
VALUEVISION MEDIA INC,11925,83
VANDA PHARMACEUTICALS INC,500749,6214
VANGUARD ADMIRAL FDS INC,2617,231
VANGUARD BD INDEX FD INC,857522,68667
VANGUARD INDEX FDS,10677808,1047489
VANGUARD INTL EQUITY INDEX F,37765209,1642578
VANGUARD MALVERN FDS,685540,33818
VANGUARD NAT RES LLC,768305,22680
VANGUARD SCOTTSDALE FDS,177291,11882
VANGUARD SPECIALIZED PORTFOL,668883,50326
VANGUARD STAR FD,101149,5298
VANGUARD TAX MANAGED INTL FD,11077785,461722
VANGUARD WHITEHALL FDS INC,484332,30184
VANGUARD WORLD FD,91370,6550
VANGUARD WORLD FDS,838657,76696
VANTAGE DRILLING COMPANY,57455,106
VANTAGESOUTH BANCSHARES INC,10120,53
VANTIV INC,78558,2562
VARIAN MED SYS INC,392876,30523
VASCO DATA SEC INTL INC,79648,616
VASCULAR SOLUTIONS INC,46737,1082
VCA ANTECH INC,188950,5926
VECTOR GROUP LTD,94670,1549
VECTREN CORP,348716,12379
VEECO INSTRS INC DEL,120335,3960
VEEVA SYS INC,1426,46
VELTI PLC ST HELIER,2184589,123
VENTAS INC,3382047,193723
VEOLIA ENVIRONNEMENT,65138,1066
VERA BRADLEY INC,27582,663
VERASTEM INC,13972,159
VERIFONE SYS INC,177475,4759
VERINT SYS INC,1102786,47353
VERISIGN INC,1013128,60565
VERISK ANALYTICS INC,193081,12690
VERIZON COMMUNICATIONS INC,10436583,512853
VERMILION ENERGY INC,127787,7491
VERSAR INC,30637,148
VERTEX PHARMACEUTICALS INC,4451905,330776
VIACOM INC NEW,4803786,419563
